"","qseqid","sseqid","stitle","evalue","bitscore","pident","qcovs","qcovhsp","query","superkingdom","phylum","class","order","family","genus","species"
"632","ASV768","gi|1173240433|gb|KY880560.1|","Uncultured bacterium clone denovo8763 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"633","ASV769","gi|2416258253|dbj|LC533282.1|","Erioscyphella hainanensis NBRC 114470 mitochondrial gene for small subunit ribosomal RNA, partial sequence",6.23e-77,302,87.547,95,95,"2908242","Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Erioscyphella","Erioscyphella hainanensis"
"634","ASV770","gi|1861039680|dbj|LC546507.1|","Sphingomonas sp. BR-234 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"635","ASV771","gi|697243570|emb|LN561459.1|","Uncultured bacterium partial 16S rRNA gene, clone SIGC1485_N11D1_16S_B",1.15e-113,424,96.838,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"636","ASV772","gi|2836274951|ref|NR_197714.1|","Utexia brackfieldae strain lpD01 16S ribosomal RNA, partial sequence",1.15e-113,424,96.838,100,100,"3074108","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Utexia","Utexia brackfieldae"
"637","ASV773","gi|373404541|gb|JQ047935.1|","Uncultured bacterium clone LP09x_C10D 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"638","ASV774","gi|1569967880|gb|MK506638.1|","Bacterium strain A44F 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"1869227","Bacteria",NA,NA,NA,NA,NA,"bacterium"
"639","ASV775","gi|1827965253|gb|MT278151.1|","Sphingomonas sp. strain 2R38 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"640","ASV778","gi|1008319071|gb|KU148815.1|","Uncultured bacterium clone 2.3G_1134 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"641","ASV779","gi|662163560|gb|KJ661763.1|","Uncultured bacterium clone 81 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"642","ASV780","gi|322158787|gb|JF173381.1|","Uncultured bacterium clone ncd1994h09c1 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"643","ASV781","gi|1102583344|gb|KY124943.1|","Uncultured bacterium clone A494_Bac305 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"644","ASV782","gi|292668053|gb|GU815124.1|","Uncultured bacterium clone S(a)3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"645","ASV783","gi|2814495063|gb|PQ444184.1|","Uncultured bacterium clone tn5 16S ribosomal RNA gene, partial sequence",2.55e-90,346,91.304,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"646","ASV784","gi|1578791285|gb|MK544549.1|","Uncultured bacterium clone OTU_28 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"647","ASV785","gi|1770819641|gb|MN628526.1|","Uncultured bacterium clone AsymL55 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"648","ASV786","gi|1607185000|gb|MK747261.1|","Uncultured bacterium clone 16S_rRNA_OTU_104162 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"649","ASV787","gi|1851979464|gb|MK056106.1|","Gynoxys mandonii isolate SEN04 plastid, complete genome",1.16e-103,390,94.466,100,100,"2743462","Eukaryota","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Gynoxys","Gynoxys mandonii"
"650","ASV788","gi|585284039|gb|KF600004.1|","Uncultured bacterium clone 1682 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"651","ASV790","gi|2189981451|gb|OM537249.1|","Uncultured Gammaproteobacteria bacterium clone OTU_1085 16S ribosomal RNA gene, partial sequence",1.16e-108,407,95.652,100,100,"86473","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,"uncultured Gammaproteobacteria bacterium"
"652","ASV791","gi|2795781661|emb|OZ174183.1|","Calystegia soldanella genome assembly, chromosome: 1",7.64e-36,165,87.075,100,58,"136204","Eukaryota","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia","Calystegia soldanella"
"653","ASV793","gi|1833253144|gb|MT360240.1|","Frigoribacterium sp. strain YMA_27 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"1880915","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium","Frigoribacterium sp."
"654","ASV794","gi|1552040729|gb|MK386929.1|","Serratia sp. (in: enterobacteria) strain Mannitol_FM2 16S ribosomal RNA gene, partial sequence",6.81e-121,448,98.419,100,100,"616","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia sp. (in: enterobacteria)"
"655","ASV795","gi|1041921817|gb|KX484380.1|","Uncultured organism clone 5260 16S ribosomal RNA gene, partial sequence",6.76e-126,464,100,99,99,"155900",NA,NA,NA,NA,NA,NA,"uncultured organism"
"656","ASV796","gi|1607185010|gb|MK747271.1|","Uncultured bacterium clone 16S_rRNA_OTU_256276 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"657","ASV797","gi|2517143752|gb|MW488003.2|","Sphingomonas oryzagri strain MAHUQ-71 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"3042314","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas oryzagri"
"658","ASV798","gi|1777174790|gb|MN712887.1|","Roseovarius sp. strain 1588 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1486281","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","Roseovarius sp."
"659","ASV799","gi|1235717753|gb|MF690403.1|","Uncultured bacterium clone OTU242 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"660","ASV800","gi|451171560|dbj|AB746410.1|","Rickettsia endosymbiont of Curculio sp. 1 gene for 16S rRNA, partial sequence, isolate: P41_5",5.23e-127,468,100,100,100,"1229807","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia endosymbiont of Curculio sp. 1"
"661","ASV801","gi|2553911458|gb|OR356588.1|","Uncultured bacterium clone cc7487 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"662","ASV802","gi|2419392814|gb|OQ168273.1|","Uncultured Rhodanobacteraceae bacterium clone ASV291 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2492471","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae",NA,"uncultured Rhodanobacteraceae bacterium"
"663","ASV803","gi|939583724|gb|KR836647.1|","Uncultured Flavobacterium sp. clone OTU_5363 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"165435","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured Flavobacterium sp."
"664","ASV804","gi|2836274953|ref|NR_197716.1|","Orbus wheelerorum strain lpD04 16S ribosomal RNA, partial sequence",2.43e-125,462,99.605,100,100,"3074111","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Orbus","Orbus wheelerorum"
"665","ASV805","gi|1860299534|gb|MT649755.1|","Bacillus velezensis strain XC1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"492670","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus velezensis"
"666","ASV806","gi|1173238957|gb|KY879084.1|","Uncultured bacterium clone denovo34439 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"667","ASV807","gi|2430738447|emb|OV287238.1|","uncultured Bacterium partial 16S rRNA gene",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"668","ASV808","gi|1209714137|gb|MF374218.1|","Uncultured bacterium clone OTU375 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"669","ASV809","gi|572487189|gb|KF736138.1|","Uncultured bacterium clone ADA_A16_3_a 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"670","ASV81","gi|1626016608|gb|MH427162.1|","Serratia symbiotica clone 27_Re 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"138074","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia symbiotica"
"671","ASV810","gi|2252617407|gb|ON749371.1|","Uncultured bacterium clone NADCLST_OTU-34 16S ribosomal RNA gene, partial sequence",5.26e-122,451,99.2,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"672","ASV811","gi|1827635787|dbj|LC515619.1|","Anaerostipes hadrus Oni030 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"649756","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus"
"673","ASV812","gi|1220343130|gb|MF557468.1|","Uncultured bacterium clone 1803 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"674","ASV813","gi|145308012|gb|EF392548.1|","Massospora cicadina strain ARSEF 374 18S ribosomal RNA gene, partial sequence",0,856,99.574,100,100,"348617","Eukaryota","Zoopagomycota","Entomophthoromycetes","Entomophthorales","Entomophthoraceae","Massospora","Massospora cicadina"
"675","ASV814","gi|1189448235|gb|MF046929.1|","Uncultured bacterium clone A347 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"676","ASV815","gi|2798547424|dbj|LC839101.1|","Uncultured bacterium 11M-1_H03 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"677","ASV816","gi|32481896|gb|AY266105.1|","Candidatus Portiera aleyrodidarum 16S ribosomal RNA gene, partial sequence; tRNA-Ile gene, complete sequence; and 23S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"91844","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera","Candidatus Portiera aleyrodidarum"
"678","ASV817","gi|84688941|gb|DQ321564.1|","Uncultured bacterium clone spb28c5 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"679","ASV818","gi|311222053|gb|HQ237188.1|","Uncultured bacterium clone 426D04 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"680","ASV819","gi|1189448934|gb|MF047628.1|","Uncultured bacterium clone A1046 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"681","ASV820","gi|1705447365|gb|MN186631.1|","Chryseobacterium sp. strain U015 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1871047","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp."
"682","ASV821","gi|2235892989|tpg|BK012092.1|","TPA_asm: Phytophthora lateralis strain SMST21 mitochondrion, complete genome",6.84e-121,448,98.425,100,100,"129355","Eukaryota","Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora","Phytophthora lateralis"
"683","ASV822","gi|1861039527|dbj|LC546431.1|","Pseudomonas sp. BA-213 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"306","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp."
"684","ASV823","gi|1189449263|gb|MF047957.1|","Uncultured bacterium clone A1375 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"685","ASV824","gi|1953646755|ref|NR_171537.1|","Sphingomonas mesophila strain SYSUP0001 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"2303576","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas mesophila"
"686","ASV825","gi|1788967175|gb|MN889281.1|","Paracidovorax oryzae strain OsEnb_PLM_L59 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"862720","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax oryzae"
"687","ASV826","gi|1721662073|gb|CP042433.1|","Flavisolibacter ginsenosidimutans strain Gsoil 636 chromosome, complete genome",5.23e-127,468,100,100,100,"661481","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Flavisolibacter ginsenosidimutans"
"688","ASV827","gi|1418479144|gb|MH569934.1|","Uncultured bacterium clone OTU_69 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"689","ASV828","gi|1773990121|gb|MN655248.1|","Uncultured Sphingobacteriales bacterium clone OTU100 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"212696","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales",NA,NA,"uncultured Sphingobacteriales bacterium"
"690","ASV829","gi|943848343|gb|KT016618.1|","Uncultured prokaryote clone OTU_3421 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"691","ASV83","gi|2363085647|ref|NR_181076.1|","Fructobacillus broussonetiae strain M2-14 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"2713173","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Fructobacillus","Fructobacillus broussonetiae"
"692","ASV830","gi|1773990633|gb|MN655426.1|","Uncultured Flavisolibacter sp. clone OTU365 16S ribosomal RNA gene, partial sequence",5.34e-112,418,96.443,100,100,"498726","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Flavisolibacter sp."
"693","ASV831","gi|1771902542|emb|LR639580.1|","uncultured bacterium partial 16S rRNA gene",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"694","ASV832","gi|1835259395|gb|MT386297.1|","Rhizobium sp. strain Atelim2J 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"391","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp."
"695","ASV833","gi|1229031592|gb|MF612708.1|","Uncultured bacterium clone OTU516 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"696","ASV834","gi|1173240431|gb|KY880558.1|","Uncultured bacterium clone denovo8750 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"697","ASV836","gi|1860758282|gb|CP051177.1|","Planococcus glaciei strain CNCTC7660 chromosome, complete genome",2.43e-125,462,99.605,100,100,"459472","Bacteria","Bacillota","Bacilli","Bacillales","Caryophanaceae","Planococcus","Planococcus glaciei"
"698","ASV837","gi|1189448268|gb|MF046962.1|","Uncultured bacterium clone A380 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"699","ASV838","gi|30721729|gb|AY278846.1|","Lewia infectoria small subunit ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",7.38e-141,514,100,100,100,"45303","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria infectoria"
"700","ASV839","gi|1861039565|dbj|LC546448.1|","Aureimonas sp. BA-237 gene for 16S ribosomal RNA, partial sequence",2.47e-115,429,97.233,100,100,"1872658","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aureimonas","Aureimonas sp."
"701","ASV84","gi|1800440842|dbj|LC519864.1|","Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence",2.43e-125,462,99.605,100,100,"866801","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus","Apilactobacillus ozensis"
"702","ASV840","gi|1052478482|gb|KX706707.1|","Uncultured bacterium clone 4395 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"703","ASV843","gi|943848526|gb|KT016801.1|","Uncultured prokaryote clone OTU_3616 16S ribosomal RNA gene, partial sequence",1.46e-127,470,100,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"704","ASV844","gi|1173239295|gb|KY879422.1|","Uncultured bacterium clone denovo36004 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"705","ASV845","gi|1050867752|gb|KX366006.1|","Uncultured Oscillatoriophycideae cyanobacterium clone 102 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1301295","Bacteria","Cyanobacteriota","Cyanophyceae",NA,NA,NA,"uncultured Oscillatoriophycideae cyanobacterium"
"706","ASV846","gi|1050869871|gb|KX368142.1|","Uncultured Verrucomicrobium sp. clone 2238 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"114704","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","uncultured Verrucomicrobium sp."
"707","ASV847","gi|1855144590|gb|MT611288.1|","Paenarthrobacter sp. strain T236 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1931993","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter sp."
"708","ASV848","gi|1828966487|gb|MT299774.1|","Sediminibacterium soli strain WSJ-3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2698829","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Sediminibacterium soli"
"709","ASV849","gi|1532331801|gb|MK276542.1|","Arcicella sp. strain JY22 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"1872628","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flectobacillaceae","Arcicella","Arcicella sp."
"710","ASV85","gi|1833253144|gb|MT360240.1|","Frigoribacterium sp. strain YMA_27 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1880915","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium","Frigoribacterium sp."
"711","ASV850","gi|1782942605|dbj|AB835941.1|","Comamonadaceae bacterium So2Ps_1692 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1363917","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,"Comamonadaceae bacterium So2Ps_1692"
"712","ASV852","gi|1781308859|gb|MN788560.1|","Uncultured bacterium clone BL-A03 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"713","ASV853","gi|1804487824|gb|MT012253.1|","Robbsia sp. strain AF23C3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2038281","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Robbsia","Robbsia sp."
"714","ASV854","gi|1418581791|ref|NC_037899.1|","Dysosma delavayi chloroplast, complete genome",7.15e-86,331,90.438,99,99,"336383","Eukaryota","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae","Dysosma","Dysosma delavayi"
"715","ASV855","gi|1152282962|gb|KY692464.1|","Uncultured bacterium clone BSA269 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"716","ASV856","gi|2177204027|gb|OM239231.1|","Uncultured bacterium clone 934 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"717","ASV857","gi|939581506|gb|KR834429.1|","Uncultured bacterium clone OTU_3145 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"718","ASV858","gi|558708383|gb|KF548226.1|","Uncultured bacterium clone AB9 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"719","ASV859","gi|1173238009|gb|KY878136.1|","Uncultured bacterium clone denovo29895 16S ribosomal RNA gene, partial sequence",2.47e-115,429,97.244,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"720","ASV86","gi|1800440842|dbj|LC519864.1|","Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence",2.43e-125,462,99.605,100,100,"866801","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus","Apilactobacillus ozensis"
"721","ASV860","gi|1917890369|gb|MW144059.1|","Uncultured Sphingobium sp. clone OTU594 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"316087","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","uncultured Sphingobium sp."
"722","ASV861","gi|1782952043|dbj|AB833226.1|","Rhizobium sp. Ri2Pw_6088 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1360767","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. Ri2Pw_6088"
"723","ASV862","gi|1394501677|dbj|AP018536.1|","Lachnospiraceae bacterium GAM79 DNA, complete genome",1.13e-123,457,99.209,100,100,"2109691","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,"Lachnospiraceae bacterium GAM79"
"724","ASV863","gi|2799169067|gb|PQ288624.1|","Marmoricola sp. strain LMA254 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1909296","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Marmoricola","Marmoricola sp."
"725","ASV864","gi|1782952423|dbj|AB833606.1|","Leifsonia sp. Ri3Pt_4381 gene for 16S rRNA, partial sequence",2.43e-125,462,99.605,100,100,"1362030","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia sp. Ri3Pt_4381"
"726","ASV865","gi|1173237598|gb|KY877725.1|","Uncultured bacterium clone denovo27815 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"727","ASV866","gi|537482028|gb|KF436692.1|","Gluconobacter sp. Z7PI7 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1368448","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter","Gluconobacter sp. Z7PI7"
"728","ASV867","gi|1008323885|gb|KU153629.1|","Uncultured bacterium clone 1.4G_23644 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"729","ASV868","gi|2795022919|gb|PQ251304.1|","Uncultured Burkholderiaceae bacterium clone OTU1955 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"188056","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,"uncultured Burkholderiaceae bacterium"
"730","ASV869","gi|1682789804|gb|MK128664.1|","Asaia sp. clone Bandarabbas 16S ribosomal RNA gene, partial sequence",5.3e-117,435,97.628,100,100,"1872642","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","Asaia sp."
"731","ASV870","gi|1847317026|gb|MT542325.1|","Bacillus sp. (in: Bacteria) strain RESI-13 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1409","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. (in: firmicutes)"
"732","ASV871","gi|1149237945|gb|KU412310.1|","Uncultured bacterium clone dongzytff29530 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"733","ASV873","gi|1812591795|gb|MT110699.1|","Uncultured bacterium clone TSCW_OTU_011 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"734","ASV874","gi|1149264497|gb|KU438852.1|","Uncultured bacterium clone dongzytff56074 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"735","ASV875","gi|1139279985|emb|LT694440.1|","Staphylococcus aureus partial 16S rRNA gene, isolate U1N_19858",5.23e-127,468,100,100,100,"1280","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus"
"736","ASV876","gi|1689643858|gb|MN082094.1|","Acinetobacter baylyi strain IILSFSP460 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"202950","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baylyi"
"737","ASV877","gi|1771900186|emb|LR637224.1|","uncultured bacterium partial 16S rRNA gene",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
